"","Familia","Departamento","Genero","Edad","Parentesco","Estado.civil","Nivel.educativo.alcanzado","Empleo.antes","Rama.actividad","tiempo.en.colombia","Horas.disponibles"
"12710","5023471 - 1","Region Cafetera 2","Femenino","(18,26]","Nucleo familiar","Casado y/o union libre","Superior o universitaria","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(39,48]"
"12711","5023471 - 1","Region Cafetera 2","Masculino","(26,59]","Otros parientes","Soltero","Media (10o -13o)","Si","Otras actividades empresariales","Entre 1 y 5 años","(39,48]"
"12712","5023571 - 1","Region Norte 2","Masculino","(18,26]","Jefe de hogar","Casado y/o union libre","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(39,48]"
"12713","5023571 - 1","Region Norte 2","Femenino","(14,18]","Nucleo familiar","Casado y/o union libre","Media (10o -13o)","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(39,48]"
"12714","5023581 - 1","Region Norte 2","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Básica secundaria","Si","Hogares privados con servicio doméstico","Mas de 5 años","(39,48]"
"12715","5023692 - 2","Region Norte 3","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Básica secundaria","Si","Otras actividades de servicios","Entre 1 y 5 años","(39,48]"
"12716","5023728 - 1","Region Suroccidente","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Básica primaria","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]"
"12717","5023736 - 1","Region Suroccidente","Femenino","(18,26]","Jefe de hogar","Soltero","Media (10o -13o)","No","Elaboración de productos alimenticios","Menos de 1 año","(48,130]"
"12718","5023830 - 1","Region Cafetera 2","Femenino","(18,26]","Jefe de hogar","Casado y/o union libre","Media (10o -13o)","Si","Otras actividades de servicios","Entre 1 y 5 años","(48,130]"
"12719","5023830 - 1","Region Cafetera 2","Masculino","(26,59]","Nucleo familiar","Casado y/o union libre","Superior o universitaria","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(39,48]"
"12720","5023830 - 1","Region Cafetera 2","Masculino","(18,26]","Otros parientes","Separado y/o viudo","Media (10o -13o)","Si","Fabricación de muebles / industrias manufactureras","Entre 1 y 5 años","(48,130]"
"12721","5023843 - 1","Region Cafetera 2","Femenino","(26,59]","Jefe de hogar","Separado y/o viudo","Media (10o -13o)","Si","Otras actividades de servicios","Menos de 1 año","(48,130]"
"12722","5023859 - 1","Region cafetera 1","Masculino","(18,26]","Jefe de hogar","Soltero","Media (10o -13o)","Si","Administración pública y defensa","Entre 1 y 5 años","(0,39]"
"12723","5023901 - 1","Region Central 2","Masculino","(18,26]","Otros No parientes","Soltero","Superior o universitaria","Si","Hoteles, restaurantes, bares y similares","Menos de 1 año","(39,48]"
"12724","5023942 - 1","Region Central 1","Femenino","(26,59]","Jefe de hogar","Soltero","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]"
"12725","5024101 - 1","Region Norte 3","Femenino","(26,59]","Otros parientes","Separado y/o viudo","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]"
"12726","5024180 - 1","Region Norte 3","Femenino","(26,59]","Jefe de hogar","Separado y/o viudo","Media (10o -13o)","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(0,39]"
"12727","5024220 - 1","Region Norte 3","Femenino","(26,59]","Jefe de hogar","Casado y/o union libre","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(39,48]"
"12728","5024274 - 1","Region Norte 3","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Básica primaria","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(39,48]"
"12729","5024299 - 1","Region Norte 3","Masculino","(18,26]","Jefe de hogar","Casado y/o union libre","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]"
"12730","5024321 - 1","Region Norte 3","Masculino","(26,59]","Nucleo familiar","Casado y/o union libre","Básica secundaria","Si","Hoteles, restaurantes, bares y similares","Mas de 5 años","(48,130]"
"12731","5024334 - 1","Region Norte 3","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Media (10o -13o)","Si","Agricultura, ganadería y caza","Mas de 5 años","(48,130]"
"12732","5024337 - 1","Region Norte 3","Femenino","(26,59]","Jefe de hogar","Separado y/o viudo","Básica secundaria","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(48,130]"
"12733","5024386 - 1","Region Nororiente","Femenino","(26,59]","Otros parientes","Separado y/o viudo","Básica primaria","No","Hoteles, restaurantes, bares y similares","Menos de 1 año","(48,130]"
"12734","5024391 - 2","Region Nororiente","Femenino","(26,59]","Jefe de hogar","Separado y/o viudo","Superior o universitaria","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(48,130]"
"12735","5024391 - 2","Region Nororiente","Femenino","(26,59]","Nucleo familiar","Soltero","Superior o universitaria","Si","Otras actividades empresariales","Entre 1 y 5 años","(48,130]"
"12736","5024391 - 2","Region Nororiente","Femenino","(18,26]","Nucleo familiar","Soltero","Superior o universitaria","No","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(48,130]"
"12737","5024410 - 2","Region Nororiente","Masculino","(18,26]","Jefe de hogar","Casado y/o union libre","Media (10o -13o)","Si","Hoteles, restaurantes, bares y similares","Menos de 1 año","(0,39]"
"12738","5024410 - 2","Region Nororiente","Femenino","(18,26]","Nucleo familiar","Casado y/o union libre","Superior o universitaria","Si","Hoteles, restaurantes, bares y similares","Menos de 1 año","(0,39]"
"12739","5024411 - 1","Region Nororiente","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Superior o universitaria","No","Elaboración de productos alimenticios","Entre 1 y 5 años","(0,39]"
"12740","5024426 - 1","Region Nororiente","Masculino","(26,59]","Otros parientes","Separado y/o viudo","Básica secundaria","Si","Construcción","Mas de 5 años","(39,48]"
"12741","5024432 - 1","Region Nororiente","Femenino","(26,59]","Jefe de hogar","Separado y/o viudo","Media (10o -13o)","Si","Hogares privados con servicio doméstico","Entre 1 y 5 años","(48,130]"
"12742","5024436 - 1","Region Nororiente","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Básica primaria","Si","Construcción","Entre 1 y 5 años","(39,48]"
"12743","5024436 - 1","Region Nororiente","Femenino","(18,26]","Nucleo familiar","Casado y/o union libre","Básica secundaria","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(39,48]"
"12744","5024475 - 1","Region Nororiente","Masculino","(26,59]","Nucleo familiar","Soltero","Media (10o -13o)","Si","Construcción","Entre 1 y 5 años","(39,48]"
"12745","5024486 - 1","Region Nororiente","Masculino","(26,59]","Nucleo familiar","Casado y/o union libre","Media (10o -13o)","Si","Curtido y preparado de cueros, trabajar con cuero","Entre 1 y 5 años","(39,48]"
"12746","5024490 - 1","Region Nororiente","Femenino","(18,26]","Jefe de hogar","Soltero","Básica primaria","Si","Otras actividades empresariales","Entre 1 y 5 años","(48,130]"
"12747","5024505 - 1","Region Nororiente","Masculino","(18,26]","Jefe de hogar","Casado y/o union libre","Media (10o -13o)","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(48,130]"
"12748","5024518 - 1","Region Nororiente","Femenino","(26,59]","Jefe de hogar","Casado y/o union libre","Básica secundaria","Si","Otras actividades empresariales","Menos de 1 año","(39,48]"
"12749","5024518 - 1","Region Nororiente","Masculino","(18,26]","Nucleo familiar","Soltero","Superior o universitaria","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(48,130]"
"12750","5024518 - 1","Region Nororiente","Femenino","(26,59]","Otros parientes","Casado y/o union libre","Media (10o -13o)","Si","Hoteles, restaurantes, bares y similares","Menos de 1 año","(48,130]"
"12751","5024518 - 1","Region Nororiente","Femenino","(14,18]","Otros parientes","Soltero","Media (10o -13o)","Si","Otras actividades empresariales","Menos de 1 año","(48,130]"
"12752","5024611 - 1","Region Nororiente","Femenino","(26,59]","Jefe de hogar","Casado y/o union libre","Ninguno/No_sabe","Si","Hogares privados con servicio doméstico","Entre 1 y 5 años","(39,48]"
"12753","5024681 - 1","Region Nororiente","Femenino","(26,59]","Jefe de hogar","Separado y/o viudo","Media (10o -13o)","Si","Hogares privados con servicio doméstico","Menos de 1 año","(39,48]"
"12754","5024690 - 1","Region Nororiente","Masculino","(18,26]","Jefe de hogar","Soltero","Superior o universitaria","Si","Construcción","Entre 1 y 5 años","(39,48]"
"12755","5024736 - 1","Region Norte 2","Masculino","(18,26]","Jefe de hogar","Casado y/o union libre","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Mas de 5 años","(39,48]"
"12756","5024736 - 1","Region Norte 2","Femenino","(18,26]","Nucleo familiar","Casado y/o union libre","Media (10o -13o)","Si","Hoteles, restaurantes, bares y similares","Mas de 5 años","(48,130]"
"12757","5024737 - 1","Region Norte 2","Femenino","(26,59]","Jefe de hogar","Soltero","Básica secundaria","Si","Hoteles, restaurantes, bares y similares","Menos de 1 año","(48,130]"
"12758","5024737 - 1","Region Norte 2","Femenino","(18,26]","Otros parientes","Soltero","Básica secundaria","Si","Hoteles, restaurantes, bares y similares","Menos de 1 año","(48,130]"
"12759","5024743 - 1","Region Norte 2","Masculino","(26,59]","Jefe de hogar","Casado y/o union libre","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]"
"12760","5024743 - 1","Region Norte 2","Femenino","(18,26]","Nucleo familiar","Casado y/o union libre","Básica secundaria","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(39,48]"
"12761","5024796 - 1","Region Norte 2","Masculino","(59,100]","Jefe de hogar","Casado y/o union libre","Básica primaria","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(48,130]"
"12762","5024796 - 1","Region Norte 2","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Básica secundaria","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(39,48]"
"12763","5024796 - 1","Region Norte 2","Masculino","(14,18]","Otros parientes","Soltero","Básica secundaria","No","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(0,39]"
"12764","5024857 - 1","Region Norte 2","Masculino","(18,26]","Jefe de hogar","Casado y/o union libre","Media (10o -13o)","Si","Elaboración de productos alimenticios","Mas de 5 años","(48,130]"
"12765","5024976 - 1","Region Norte 2","Masculino","(26,59]","Nucleo familiar","Separado y/o viudo","Superior o universitaria","Si","Fabricación de productos de metal","Entre 1 y 5 años","(39,48]"
"12766","5024976 - 1","Region Norte 2","Masculino","(18,26]","Otros parientes","Soltero","Básica secundaria","No","Comercio al por mayor y al por menor","Entre 1 y 5 años","(39,48]"
"12767","5025102 - 1","Region cafetera 1","Masculino","(26,59]","Otros parientes","Soltero","Superior o universitaria","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]"
"12768","5025116 - 1","Region cafetera 1","Femenino","(26,59]","Jefe de hogar","Casado y/o union libre","Superior o universitaria","Si","Servicios sociales y de salud","Menos de 1 año","(39,48]"
"12769","5025116 - 1","Region cafetera 1","Masculino","(26,59]","Nucleo familiar","Casado y/o union libre","Superior o universitaria","Si","Transporte por vía terrestre; transporte por tuberías","Menos de 1 año","(48,130]"
"12770","5025116 - 1","Region cafetera 1","Femenino","(18,26]","Nucleo familiar","Soltero","Superior o universitaria","Si","Hoteles, restaurantes, bares y similares","Menos de 1 año","(39,48]"
"12771","5025116 - 1","Region cafetera 1","Masculino","(18,26]","Nucleo familiar","Soltero","Superior o universitaria","Si","Hoteles, restaurantes, bares y similares","Menos de 1 año","(39,48]"
"12772","5025174 - 1","Region cafetera 1","Femenino","(26,59]","Jefe de hogar","Casado y/o union libre","Básica secundaria","No","Otras actividades de servicios","Menos de 1 año","(48,130]"
"12773","5025174 - 1","Region cafetera 1","Masculino","(26,59]","Nucleo familiar","Casado y/o union libre","Media (10o -13o)","Si","Hoteles, restaurantes, bares y similares","Menos de 1 año","(48,130]"
"12774","5025174 - 1","Region cafetera 1","Masculino","(18,26]","Nucleo familiar","Soltero","Superior o universitaria","Si","Hoteles, restaurantes, bares y similares","Menos de 1 año","(48,130]"
"12775","5025174 - 1","Region cafetera 1","Femenino","(18,26]","Otros No parientes","Soltero","Superior o universitaria","Si","Otras actividades de servicios","Entre 1 y 5 años","(48,130]"
"12776","5025186 - 2","Region Norte 1","Femenino","(26,59]","Nucleo familiar","Casado y/o union libre","Básica secundaria","Si","Hoteles, restaurantes, bares y similares","Menos de 1 año","(39,48]"
"12777","5025188 - 1","Region Norte 1","Femenino","(26,59]","Nucleo familiar","Soltero","Media (10o -13o)","Si","Hoteles, restaurantes, bares y similares","Menos de 1 año","(39,48]"
"12778","5025190 - 1","Region Norte 1","Femenino","(26,59]","Nucleo familiar","Separado y/o viudo","Superior o universitaria","Si","Educación","Entre 1 y 5 años","(0,39]"
"12779","5025234 - 1","Region Norte 2","Masculino","(59,100]","Otros parientes","Casado y/o union libre","Media (10o -13o)","Si","Fabricación de muebles / industrias manufactureras","Entre 1 y 5 años","(39,48]"
"12780","5025234 - 1","Region Norte 2","Femenino","(26,59]","Otros parientes","Casado y/o union libre","Media (10o -13o)","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(39,48]"
"12781","5025234 - 1","Region Norte 2","Femenino","(18,26]","Otros parientes","Soltero","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(39,48]"
"12782","5025237 - 1","Region Norte 2","Femenino","(59,100]","Jefe de hogar","Separado y/o viudo","Básica primaria","Si","Elaboración de productos alimenticios","Entre 1 y 5 años","(39,48]"
"12783","5025237 - 1","Region Norte 2","Femenino","(26,59]","Nucleo familiar","Separado y/o viudo","Superior o universitaria","Si","Elaboración de productos alimenticios","Menos de 1 año","(39,48]"
"12784","5025237 - 1","Region Norte 2","Femenino","(18,26]","Otros parientes","Separado y/o viudo","Básica secundaria","No","Hoteles, restaurantes, bares y similares","Menos de 1 año","(39,48]"
"12785","5025372 - 1","Region Cafetera 2","Masculino","(18,26]","Jefe de hogar","Casado y/o union libre","Media (10o -13o)","Si","Hoteles, restaurantes, bares y similares","Entre 1 y 5 años","(39,48]"
"12786","5025372 - 1","Region Cafetera 2","Masculino","(18,26]","Otros No parientes","Casado y/o union libre","Básica secundaria","Si","Comercio al por mayor y al por menor","Menos de 1 año","(39,48]"
"12787","5025372 - 1","Region Cafetera 2","Femenino","(18,26]","Otros No parientes","Casado y/o union libre","Básica secundaria","Si","Hoteles, restaurantes, bares y similares","Menos de 1 año","(39,48]"
"12788","5025477 - 2","Region Norte 3","Femenino","(18,26]","Jefe de hogar","Separado y/o viudo","Media (10o -13o)","Si","Otras actividades de servicios","Entre 1 y 5 años","(39,48]"
"12789","5025509 - 1","Region Norte 3","Femenino","(18,26]","Otros No parientes","Soltero","Superior o universitaria","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(48,130]"
"12790","5025573 - 1","Region Norte 3","Femenino","(26,59]","Jefe de hogar","Separado y/o viudo","Media (10o -13o)","Si","Comercio al por mayor y al por menor","Entre 1 y 5 años","(39,48]"
